time,fprint,seed,id,group1,group2,name,runtime,lang,num_atts,sub_atts,in_tokens,out_tokens,total_tokens,score,tests,passed,comp_err,rt_err,wrong_output,time_limit,mem_limit,other_err,error_msg
2023-11-18T10:56:32.973710,fp_a24b4d720c,1,ed23d4a7-85fc-11eb-a1a9-005056ad4f31,Programming I and II,,(title in AnonLang),python3,al,0,0,517,75,592,1.00,5,5,0,0,0,0,0,0,
2023-11-18T10:56:40.590530,fp_a24b4d720c,1,964ca5ca-a88f-11e7-a937-00505601122b,Programming I and II,,Adjusting a matrix to zero,python3,en,0,0,406,148,554,0.75,4,3,0,1,0,0,0,0,
2023-11-18T10:56:49.932732,fp_a24b4d720c,1,947ce196-a7b3-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,503,232,735,0.00,4,0,0,4,0,0,0,0,
2023-11-18T10:56:57.074838,fp_a24b4d720c,1,0dd06ca4-44c0-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,523,96,619,0.20,5,1,0,0,2,0,2,0,
2023-11-18T10:57:01.757100,fp_a24b4d720c,1,e768f5a8-401b-11ec-986f-f39926f24a9c,Introduction to Algorithms,,All permutations of a string,python3,en,0,0,378,75,453,0.00,5,0,0,0,5,0,0,0,
2023-11-18T10:57:08.740257,fp_a24b4d720c,1,28c2a5b5-a88d-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,589,129,718,0.25,4,1,0,0,0,3,0,0,
2023-11-18T10:57:18.997120,fp_a24b4d720c,1,855e23af-a8e2-11e7-a937-00505601122b,Programming I and II,,Maximum value in a sequence (with occurrences),c-gcc-linux,en,0,0,388,179,567,1.00,3,3,0,0,0,0,0,0,
2023-11-18T10:57:25.628083,fp_a24b4d720c,1,f1276714-2ea0-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,531,100,631,1.00,2,2,0,0,0,0,0,0,
2023-11-18T10:58:02.094654,fp_a24b4d720c,1,e872c79b-e68a-11e9-9ce9-00505601122b,Data Structures I,,Red-black trees,cxx-gcc-linux,en,0,0,502,625,1127,0.43,7,3,0,0,0,4,0,0,
2023-11-18T10:58:10.039315,fp_a24b4d720c,1,86450a4d-95af-11ec-986f-f39926f24a9c,Non-Procedural Programming,,Run-lenght encoding,prolog,en,0,0,408,192,600,0.25,4,1,0,0,3,0,0,0,
2023-11-18T10:58:27.317313,fp_a24b4d720c,1,6c0a2776-a814-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),c-gcc-linux,al,0,0,488,371,859,0.18,11,2,0,0,5,4,0,0,
2023-11-18T10:58:37.988099,fp_a24b4d720c,1,254496bf-93e4-11ec-986f-f39926f24a9c,Programming I and II,,Multiplication of large numbers,cs-dotnet-core,en,0,0,447,252,699,1.00,8,8,0,0,0,0,0,0,
2023-11-18T10:58:46.234481,fp_a24b4d720c,1,2fe122ad-f02f-11e9-9ce9-00505601122b,Introduction to Algorithms,,Prime factorization II,python3,en,0,0,425,173,598,1.00,14,14,0,0,0,0,0,0,
2023-11-18T10:58:55.941612,fp_a24b4d720c,1,e5f69567-a813-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,539,197,736,0.15,7,1,0,0,6,0,0,0,
2023-11-18T10:59:01.593000,fp_a24b4d720c,1,9e9b946e-2c31-11ec-986f-f39926f24a9c,Programming I and II,,"Perfect number, square and cube",python3,en,0,0,447,110,557,0.70,7,5,0,0,2,0,0,0,
2023-11-18T10:59:07.736264,fp_a24b4d720c,1,1601b407-c884-11e8-a4be-00505601122b,Programming in C++,,(title in AnonLang),cxx-gcc-linux,al,0,0,688,123,811,1.00,4,4,0,0,0,0,0,0,
2023-11-18T10:59:21.847286,fp_a24b4d720c,1,efa010e8-a811-11e7-a937-00505601122b,Programming I and II,,Find a permutation,cs-dotnet-core,en,0,0,516,364,880,0.15,8,1,0,0,2,5,0,0,
2023-11-18T10:59:36.732159,fp_a24b4d720c,1,06a200d4-7d48-11eb-a1a9-005056ad4f31,Programming I and II,,(title in AnonLang),cxx-gcc-linux,al,0,0,602,434,1036,0.40,10,6,0,0,0,0,4,0,
2023-11-18T10:59:46.061466,fp_a24b4d720c,1,2d2eaa54-a88c-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,594,188,782,1.00,10,10,0,0,0,0,0,0,
2023-11-18T10:59:53.753546,fp_a24b4d720c,1,02c10843-2238-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,517,110,627,1.00,10,10,0,0,0,0,0,0,
2023-11-18T11:00:10.294586,fp_a24b4d720c,1,99581db8-343f-11ec-986f-f39926f24a9c,Programming I and II,,Minimum and maximum sums,python3,en,0,0,464,229,693,0.67,3,2,0,0,0,1,0,0,
2023-11-18T11:00:21.406417,fp_a24b4d720c,1,47e52b91-a88d-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,539,221,760,0.00,10,0,0,10,0,0,0,0,
2023-11-18T11:00:32.379665,fp_a24b4d720c,1,9cf80424-0cf5-11eb-98c0-005056ad4f31,Programming I and II,,(title in AnonLang),python3,al,0,0,538,275,813,1.00,5,5,0,0,0,0,0,0,
2023-11-18T11:00:41.536568,fp_a24b4d720c,1,fd87c76a-ec64-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,553,159,712,1.00,5,5,0,0,0,0,0,0,
2023-11-18T11:00:57.817901,fp_a24b4d720c,1,0018a241-31ed-11ec-986f-f39926f24a9c,Java,,QUICK-SORT,java,en,0,0,481,483,964,1.00,3,3,0,0,0,0,0,0,
2023-11-18T11:01:07.691595,fp_a24b4d720c,1,1ad5c2a6-a88c-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,553,202,755,1.00,5,5,0,0,0,0,0,0,
2023-11-18T11:01:20.560918,fp_a24b4d720c,1,20f681d4-eaa7-11e9-9ce9-00505601122b,Programming I and II,,Good numbers,python3,en,0,0,461,132,593,1.00,5,5,0,0,0,0,0,0,
2023-11-18T11:01:33.070365,fp_a24b4d720c,1,007a8871-2c62-4740-9615-613663a20e42,Programming I and II,,(title in AnonLang),python3,al,0,0,567,217,784,1.00,1,1,0,0,0,0,0,0,
2023-11-18T11:01:45.249655,fp_a24b4d720c,1,aea0d783-4b99-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,561,174,735,0.25,4,1,0,0,3,0,0,0,
2023-11-18T11:01:50.140098,fp_a24b4d720c,1,c9d9150f-d905-11e8-a4be-00505601122b,Programming in C++,,(title in AnonLang),cxx-gcc-linux,al,0,0,547,67,614,1.00,2,2,0,0,0,0,0,0,
2023-11-18T11:02:01.263794,fp_a24b4d720c,1,b8027a86-fc08-11e8-b0fd-00505601122b,Web Applications,,PHP - Sieve of Eratosthenes,php-linux,en,5,5,1073,256,1329,1.00,3,3,0,0,0,0,0,0,
