time,fprint,seed,id,group1,group2,name,runtime,lang,num_atts,sub_atts,in_tokens,out_tokens,total_tokens,score,tests,passed,comp_err,rt_err,wrong_output,time_limit,mem_limit,other_err,error_msg
2023-11-25T15:10:14.719406,fp_eeff13170a,5,e5acd5e5-9ce7-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,330,77,407,1.00,1,1,0,0,0,0,0,0,
2023-11-25T15:10:18.963544,fp_eeff13170a,5,6d76ace8-9d58-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,370,65,435,1.00,3,3,0,0,0,0,0,0,
2023-11-25T15:10:26.162603,fp_eeff13170a,5,aaada71f-f359-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,316,69,385,1.00,4,4,0,0,0,0,0,0,
2023-11-25T15:10:31.439752,fp_eeff13170a,5,c2ef29b9-2059-11ec-986f-f39926f24a9c,Programming I and II,,Sum of two integers,cs-dotnet-core,en,0,0,332,54,386,1.00,3,3,0,0,0,0,0,0,
2023-11-25T15:10:36.117934,fp_eeff13170a,5,b3550c17-f366-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,329,70,399,0.00,5,0,0,0,5,0,0,0,
2023-11-25T15:10:40.438226,fp_eeff13170a,5,97e6a026-a7b3-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,en,0,0,329,98,427,0.00,4,0,0,0,4,0,0,0,
2023-11-25T15:10:44.604978,fp_eeff13170a,5,b53b9a0d-e054-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,335,66,401,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:10:48.876274,fp_eeff13170a,5,5342433c-f7bf-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,332,108,440,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:10:52.888171,fp_eeff13170a,5,5a661077-3302-11ec-986f-f39926f24a9c,Programming I and II,Introduction to Algorithms,(title in AnonLang),python3,al,0,0,336,23,359,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:11:02.499282,fp_eeff13170a,5,7b549a71-8d20-11e9-b0fd-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,354,43,397,1.00,8,8,0,0,0,0,0,0,
2023-11-25T15:11:07.629876,fp_eeff13170a,5,39350fd0-a814-11e7-a937-00505601122b,Programming I and II,,Copy machine for numbers,c-gcc-linux,en,0,0,298,75,373,0.00,4,0,0,0,4,0,0,0,
2023-11-25T15:11:10.969709,fp_eeff13170a,5,61022673-e889-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,359,38,397,1.00,10,10,0,0,0,0,0,0,
2023-11-25T15:11:17.684001,fp_eeff13170a,5,ce2f6db1-3e13-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,346,217,563,0.00,6,0,0,0,6,0,0,0,
2023-11-25T15:11:22.396408,fp_eeff13170a,5,7cb23ad4-e051-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,373,23,396,1.00,4,4,0,0,0,0,0,0,
2023-11-25T15:11:29.642955,fp_eeff13170a,5,da2692cd-a7b1-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,354,22,376,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:11:37.033690,fp_eeff13170a,5,3a353dbe-38c3-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,378,66,444,1.00,6,6,0,0,0,0,0,0,
2023-11-25T15:11:40.305486,fp_eeff13170a,5,0acd614b-5276-11ea-a595-00505601122b,Non-Procedural Programming,,Rotate a list,prolog,en,0,0,251,26,277,0.80,5,4,0,0,0,1,0,0,
2023-11-25T15:11:48.214088,fp_eeff13170a,5,1fe85de9-25b3-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,376,28,404,1.00,3,3,0,0,0,0,0,0,
2023-11-25T15:11:53.801733,fp_eeff13170a,5,8e13813d-e880-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,390,144,534,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:11:55.635527,fp_eeff13170a,5,8330de2c-4dd1-11ec-986f-f39926f24a9c,Introduction to Algorithms,,Sorted linked lists,python3,en,1,1,637,8,645,0.0,1,0,0,0,0,0,0,1,no filename provided
2023-11-25T15:12:01.927226,fp_eeff13170a,5,24b97e78-2036-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,377,84,461,1.00,3,3,0,0,0,0,0,0,
2023-11-25T15:12:06.739333,fp_eeff13170a,5,69716b0c-a88d-11e7-a937-00505601122b,Programming I and II,,All correct bracketings,python3,en,0,0,328,77,405,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:12:15.477128,fp_eeff13170a,5,0d347e1e-a814-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),c-gcc-linux,al,0,0,422,124,546,1.00,4,4,0,0,0,0,0,0,
2023-11-25T15:12:19.830660,fp_eeff13170a,5,81b2eec0-a7b3-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,401,26,427,0.00,6,0,0,0,6,0,0,0,
2023-11-25T15:12:28.655386,fp_eeff13170a,5,64a9972c-ea9f-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,421,231,652,0.60,15,9,0,0,6,0,0,0,
2023-11-25T15:12:32.185178,fp_eeff13170a,5,00c64bbc-28de-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,413,54,467,1.00,6,6,0,0,0,0,0,0,
2023-11-25T15:12:36.866898,fp_eeff13170a,5,08deab74-85f8-11eb-a1a9-005056ad4f31,Programming I and II,,(title in AnonLang),python3,al,0,0,429,40,469,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:12:41.457859,fp_eeff13170a,5,e5ce30fb-3c22-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,425,38,463,1.00,11,11,0,0,0,0,0,0,
2023-11-25T15:12:48.721880,fp_eeff13170a,5,91e0cb16-34ad-42b0-b17c-39a8e0747a47,Programming I and II,,Fibonacci numbers,python3,en,0,0,340,41,381,0.10,10,1,0,0,9,0,0,0,
2023-11-25T15:12:53.312365,fp_eeff13170a,5,0f783909-2eb1-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,404,44,448,1.00,3,3,0,0,0,0,0,0,
2023-11-25T15:13:00.169816,fp_eeff13170a,5,3485ea4f-7205-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,421,193,614,0.00,4,0,0,0,4,0,0,0,
2023-11-25T15:13:08.741529,fp_eeff13170a,5,62597d41-5272-11ea-a595-00505601122b,Non-Procedural Programming,,Disjoint split,prolog,en,0,0,315,32,347,0.25,4,1,0,0,3,0,0,0,
2023-11-25T15:13:13.421678,fp_eeff13170a,5,1076ec35-90b8-11ec-986f-f39926f24a9c,Non-Procedural Programming,,(title in AnonLang),prolog,al,0,0,378,45,423,0.57,7,4,0,0,3,0,0,0,
2023-11-25T15:13:18.596153,fp_eeff13170a,5,bb1a0d53-f366-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,430,54,484,1.00,4,4,0,0,0,0,0,0,
2023-11-25T15:13:24.877771,fp_eeff13170a,5,0753f090-a88c-11e7-a937-00505601122b,Programming I and II,,Prime factorization,cs-dotnet-core,en,0,0,396,89,485,1.00,10,10,0,0,0,0,0,0,
2023-11-25T15:13:29.423935,fp_eeff13170a,5,bd877440-85fa-11eb-a1a9-005056ad4f31,Programming I and II,,(title in AnonLang),python3,al,0,0,457,41,498,0.20,5,1,0,0,4,0,0,0,
2023-11-25T15:13:33.612525,fp_eeff13170a,5,85eb2866-a7b3-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,422,91,513,0.17,6,1,0,0,4,0,1,0,
2023-11-25T15:13:39.139409,fp_eeff13170a,5,76a7adc9-a88f-11e7-a937-00505601122b,Programming I and II,,Decomposition into sums,python3,en,0,0,369,77,446,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:13:43.869931,fp_eeff13170a,5,dce3b48b-2858-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,443,53,496,1.00,4,4,0,0,0,0,0,0,
2023-11-25T15:13:47.841653,fp_eeff13170a,5,27f84afa-30da-11ea-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,446,80,526,0.00,5,0,0,0,5,0,0,0,
2023-11-25T15:13:51.828793,fp_eeff13170a,5,f2db7c11-a88f-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,493,68,561,0.60,5,3,0,0,1,0,1,0,
2023-11-25T15:14:02.933195,fp_eeff13170a,5,ae449043-96fa-11eb-a1a9-005056ad4f31,Non-Procedural Programming,,Googolplex,haskell,en,0,0,416,37,453,0.00,5,0,0,0,0,5,0,0,
2023-11-25T15:14:10.836004,fp_eeff13170a,5,b45aa570-15f7-11eb-8e81-005056ad4f31,Programming I and II,,(title in AnonLang),python3,al,0,0,458,114,572,1.00,3,3,0,0,0,0,0,0,
2023-11-25T15:14:16.550412,fp_eeff13170a,5,4c965b5e-3443-11ec-986f-f39926f24a9c,Programming I and II,,Most frequent element in a sequence,python3,en,0,0,375,85,460,1.00,3,3,0,0,0,0,0,0,
2023-11-25T15:14:30.243211,fp_eeff13170a,5,ebd60ef2-ce02-11e8-a4be-00505601122b,Programming in C++,,(title in AnonLang),cxx-gcc-linux,al,0,0,506,233,739,0.33,6,2,0,0,1,3,0,0,
2023-11-25T15:14:36.119667,fp_eeff13170a,5,f267dc1a-a810-11e7-a937-00505601122b,Programming I and II,,Second largest number,c-gcc-linux,en,0,0,354,121,475,0.45,11,5,0,0,6,0,0,0,
2023-11-25T15:24:45.224159,fp_eeff13170a,5,49420b9a-026a-11eb-9574-ea7484399335,Programming I and II,,A Tie in Noughts and Crosses II,python3,en,0,0,363,55,418,0.11,9,1,0,0,8,0,0,0,
2023-11-25T15:29:31.185724,fp_eeff13170a,5,2a3ac276-85f4-11eb-a1a9-005056ad4f31,Programming I and II,,(title in AnonLang),python3,al,0,0,448,53,501,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:29:35.211912,fp_eeff13170a,5,8bf543e9-328f-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,439,92,531,1.00,7,7,0,0,0,0,0,0,
2023-11-25T15:29:39.317325,fp_eeff13170a,5,4db997b3-458a-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,459,100,559,0.33,3,1,0,0,2,0,0,0,
2023-11-25T15:29:44.288936,fp_eeff13170a,5,82fc7c34-7c3c-11ea-a595-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,472,131,603,0.60,10,6,0,0,4,0,0,0,
2023-11-25T15:29:45.527145,fp_eeff13170a,5,2948002b-9817-11ec-986f-f39926f24a9c,Non-Procedural Programming,,(title in AnonLang),prolog,al,0,0,389,52,441,0.0,1,0,0,0,0,0,0,1,duplicate filename rotate.pl
2023-11-25T15:39:07.512478,fp_eeff13170a,5,f42b809e-9ee7-11ec-986f-f39926f24a9c,Programming I and II,,FACTORIAL,python3,en,0,0,375,78,453,0.40,5,2,0,0,0,3,0,0,
2023-11-25T15:39:12.398137,fp_eeff13170a,5,db4160dc-a811-11e7-a937-00505601122b,Programming I and II,,All parenthesizations,python3,en,0,0,328,120,448,1.00,6,6,0,0,0,0,0,0,
2023-11-25T15:39:17.028711,fp_eeff13170a,5,523b4b10-ce05-11e8-a4be-00505601122b,Programming in C++,,(title in AnonLang),cxx-gcc-linux,al,0,0,490,104,594,1.00,1,1,0,0,0,0,0,0,
2023-11-25T15:39:20.730498,fp_eeff13170a,5,c240887e-3384-11ec-986f-f39926f24a9c,Programming I and II,,Squares in a triangle,python3,en,0,0,415,62,477,0.00,3,0,0,0,3,0,0,0,
2023-11-25T15:39:24.814313,fp_eeff13170a,5,ed23d4a7-85fc-11eb-a1a9-005056ad4f31,Programming I and II,,(title in AnonLang),python3,al,0,0,497,72,569,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:39:31.216973,fp_eeff13170a,5,964ca5ca-a88f-11e7-a937-00505601122b,Programming I and II,,Adjusting a matrix to zero,python3,en,0,0,386,86,472,0.75,4,3,0,1,0,0,0,0,
2023-11-25T15:39:35.704782,fp_eeff13170a,5,947ce196-a7b3-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,483,73,556,0.00,4,0,0,4,0,0,0,0,
2023-11-25T15:39:42.938169,fp_eeff13170a,5,0dd06ca4-44c0-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,503,153,656,0.20,5,1,0,0,4,0,0,0,
2023-11-25T15:39:50.215948,fp_eeff13170a,5,e768f5a8-401b-11ec-986f-f39926f24a9c,Introduction to Algorithms,,All permutations of a string,python3,en,0,0,358,41,399,0.80,5,4,0,0,1,0,0,0,
2023-11-25T15:39:56.943490,fp_eeff13170a,5,28c2a5b5-a88d-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,569,106,675,0.00,4,0,0,0,4,0,0,0,
2023-11-25T15:40:01.790370,fp_eeff13170a,5,855e23af-a8e2-11e7-a937-00505601122b,Programming I and II,,Maximum value in a sequence (with occurrences),c-gcc-linux,en,0,0,368,163,531,1.00,3,3,0,0,0,0,0,0,
2023-11-25T15:40:09.677384,fp_eeff13170a,5,f1276714-2ea0-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,511,107,618,1.00,2,2,0,0,0,0,0,0,
2023-11-25T15:40:11.008861,fp_eeff13170a,5,e872c79b-e68a-11e9-9ce9-00505601122b,Data Structures I,,Red-black trees,cxx-gcc-linux,en,0,0,482,54,536,0.0,1,0,0,0,0,0,0,1,no filename provided
2023-11-25T15:40:15.175833,fp_eeff13170a,5,86450a4d-95af-11ec-986f-f39926f24a9c,Non-Procedural Programming,,Run-lenght encoding,prolog,en,0,0,388,97,485,1.00,4,4,0,0,0,0,0,0,
2023-11-25T15:40:21.276182,fp_eeff13170a,5,6c0a2776-a814-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),c-gcc-linux,al,0,0,468,144,612,0.00,11,0,0,0,11,0,0,0,
2023-11-25T15:40:27.319962,fp_eeff13170a,5,254496bf-93e4-11ec-986f-f39926f24a9c,Programming I and II,,Multiplication of large numbers,cs-dotnet-core,en,0,0,427,219,646,1.00,8,8,0,0,0,0,0,0,
2023-11-25T15:40:32.413901,fp_eeff13170a,5,2fe122ad-f02f-11e9-9ce9-00505601122b,Introduction to Algorithms,,Prime factorization II,python3,en,0,0,405,169,574,0.64,14,9,0,0,5,0,0,0,
2023-11-25T15:40:41.274396,fp_eeff13170a,5,e5f69567-a813-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,519,128,647,0.70,7,5,0,0,2,0,0,0,
2023-11-25T15:40:46.978334,fp_eeff13170a,5,9e9b946e-2c31-11ec-986f-f39926f24a9c,Programming I and II,,"Perfect number, square and cube",python3,en,0,0,427,171,598,0.70,7,5,0,0,2,0,0,0,
2023-11-25T15:40:52.523260,fp_eeff13170a,5,1601b407-c884-11e8-a4be-00505601122b,Programming in C++,,(title in AnonLang),cxx-gcc-linux,al,0,0,668,121,789,1.00,4,4,0,0,0,0,0,0,
2023-11-25T15:40:57.252786,fp_eeff13170a,5,efa010e8-a811-11e7-a937-00505601122b,Programming I and II,,Find a permutation,cs-dotnet-core,en,0,0,496,124,620,0.15,8,1,0,4,3,0,0,0,
2023-11-25T15:51:10.761723,fp_eeff13170a,5,06a200d4-7d48-11eb-a1a9-005056ad4f31,Programming I and II,,(title in AnonLang),cxx-gcc-linux,al,0,0,582,387,969,0.00,10,0,10,0,0,0,0,0,
2023-11-25T15:51:16.321983,fp_eeff13170a,5,2d2eaa54-a88c-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,574,143,717,0.50,10,5,0,0,5,0,0,0,
2023-11-25T15:51:20.526499,fp_eeff13170a,5,02c10843-2238-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,497,106,603,1.00,10,10,0,0,0,0,0,0,
2023-11-25T15:51:24.584243,fp_eeff13170a,5,99581db8-343f-11ec-986f-f39926f24a9c,Programming I and II,,Minimum and maximum sums,python3,en,0,0,444,78,522,1.00,3,3,0,0,0,0,0,0,
2023-11-25T15:51:35.943543,fp_eeff13170a,5,47e52b91-a88d-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,519,247,766,0.00,10,0,0,10,0,0,0,0,
2023-11-25T15:51:40.133988,fp_eeff13170a,5,9cf80424-0cf5-11eb-98c0-005056ad4f31,Programming I and II,,(title in AnonLang),python3,al,0,0,518,102,620,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:51:44.718299,fp_eeff13170a,5,fd87c76a-ec64-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,533,52,585,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:51:54.372165,fp_eeff13170a,5,0018a241-31ed-11ec-986f-f39926f24a9c,Java,,QUICK-SORT,java,en,0,0,461,328,789,1.00,3,3,0,0,0,0,0,0,
2023-11-25T15:52:02.922236,fp_eeff13170a,5,1ad5c2a6-a88c-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,533,59,592,0.20,5,1,0,0,4,0,0,0,
2023-11-25T15:52:06.973554,fp_eeff13170a,5,20f681d4-eaa7-11e9-9ce9-00505601122b,Programming I and II,,Good numbers,python3,en,0,0,441,96,537,1.00,5,5,0,0,0,0,0,0,
2023-11-25T15:52:11.355865,fp_eeff13170a,5,007a8871-2c62-4740-9615-613663a20e42,Programming I and II,,(title in AnonLang),python3,al,0,0,547,155,702,0.00,1,0,0,0,1,0,0,0,
2023-11-25T15:52:16.172924,fp_eeff13170a,5,aea0d783-4b99-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,541,161,702,0.00,4,0,0,0,4,0,0,0,
2023-11-25T15:58:10.056286,fp_eeff13170a,5,c9d9150f-d905-11e8-a4be-00505601122b,Programming in C++,,(title in AnonLang),cxx-gcc-linux,al,0,0,527,78,605,0.00,2,0,0,0,2,0,0,0,
2023-11-25T15:58:15.134892,fp_eeff13170a,5,b8027a86-fc08-11e8-b0fd-00505601122b,Web Applications,,PHP - Sieve of Eratosthenes,php-linux,en,5,5,1053,166,1219,1.00,3,3,0,0,0,0,0,0,
2023-11-25T15:58:21.032641,fp_eeff13170a,5,c079d101-827c-11eb-a1a9-005056ad4f31,Programming I and II,,Permutations in the columns of a matrix,cs-dotnet-core,en,0,0,526,224,750,0.75,8,6,0,0,2,0,0,0,
2023-11-25T15:58:29.542732,fp_eeff13170a,5,ae5acb61-5ac6-11e9-b0fd-00505601122b,Programming I and II,,Young tableaux R,python3,en,0,0,407,88,495,0.29,7,2,0,0,5,0,0,0,
2023-11-25T15:58:35.422605,fp_eeff13170a,5,e70fa3b0-28ad-11e8-9de3-00505601122b,Programming I and II,,Queue,python3,en,0,0,400,193,593,0.40,5,2,0,0,3,0,0,0,
2023-11-25T15:58:39.618172,fp_eeff13170a,5,350d5208-a88d-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,602,70,672,0.30,10,3,0,2,5,0,0,0,
2023-11-25T15:58:49.084556,fp_eeff13170a,5,bdb8d1b4-6dbb-11ea-a595-00505601122b,Non-Procedural Programming,,Lists,haskell,en,0,0,516,142,658,1.00,7,7,0,0,0,0,0,0,
2023-11-25T16:08:54.323642,fp_eeff13170a,5,3deef23c-8eff-11ec-986f-f39926f24a9c,Programming I and II,,Odd Fib Sum,python3,en,0,0,453,100,553,1.00,5,5,0,0,0,0,0,0,
2023-11-25T16:08:57.994207,fp_eeff13170a,5,fd9fb352-c2fc-4ac1-88d2-145e40a583d8,Programming I and II,,(title in AnonLang),python3,al,1,1,561,69,630,0.00,2,0,0,2,0,0,0,0,
2023-11-25T16:09:04.431427,fp_eeff13170a,5,e5d6ac79-0a4a-11ea-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,544,103,647,1.00,5,5,0,0,0,0,0,0,
2023-11-25T16:09:14.517515,fp_eeff13170a,5,593de6bb-c567-11ec-8da3-d412db16db0b,Programming I and II,,Cycles,python3,en,0,0,408,232,640,1.00,5,5,0,0,0,0,0,0,
2023-11-25T16:09:21.098703,fp_eeff13170a,5,43ee850b-ca08-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,578,147,725,0.75,4,3,0,0,1,0,0,0,
2023-11-25T16:09:28.502242,fp_eeff13170a,5,4baf3bb9-a7bb-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,547,83,630,1.00,5,5,0,0,0,0,0,0,
